CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Juizo;Instancia;Data_Instauracao;Valor_Causa;Partes_Processo;Chance_Perda;Principais_Fatos;Analise_Impacto_Perda
12.401.858/0001-47;2020-06-01;2;1021871-17.2017.8.26.0053;14ª Vara da Fazenda Pública;1º instância;2019-05-19;2156700;Companhia do Metropolitano de São Paulo - MetrôXBW1// MORUMBI EMPREENDIMENTO IMOBILIÁRIO LTDA.// GAIA SECURITIZADORA S.A// BANCO DO BRASIL S.A;REMOTA;O Metrô se manifestou impugnando o valor indenizatório calculado em laudo provisório, e pedindo que a indenização por desapropriação se dê no valor de R$ 2.983.188,00. Após, o FII Atrium apresentou manifestação relacionando as frações ideiais de titularidade pertencentes a cada proprietário em condomínio do WTMORUMBI, além de indicar as procentagens devidas a cada coprorietário a título de indenização;A discussão atual do processo se resume à quantificação do valor devido a título de indenização em caso de desapropriação.
12.804.013/0001-00;2020-12-01;1;5008304-24.2019.8.24.0023;4ª Vara Cível da Comarca de Florianópolis, SC;1º grau;2019-10-02;89159.52;Fundo SC401 x Farmácia Vida Ltda. - ME e Eliane Maria Rigotti Steglich e Luis Alberto Steglich;POSSÍVEL;Ação cujo objeto é a resolução do contrato de locação firmado com a Farmácia Vida e Outros, com a condenação dos mesmos ao pagamento dos encargos locatícios inadimplidos desde agosto de 2018. Foi apresentada contestação pelos réus em 29/11/2019 e réplica pelo autor em 06/02/2020. Foi proferida decisão interlocutória afastando a preliminar de falta de interesse de agir arguida na contestação, razão pela qual os réus opuseram embargos de declaração, que foram rejeitados, e agravo de instrumento (nº 50375856020208240000 - Eproc TJSC). Em 11/01/2021, foi proferido acórdão deixando de conhecer o agravo de instrumento dos réus por não ser hipótese de interposição do rol do art. 1.015. O processo retornou ao primeiro grau e, atualmente, o autor está aguardando abertura de prazo para o prosseguimento do feito.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0304775-04.2016.8.24.0091;Turmas Recursais do Juizado Especial Cível da Comarca da Capital -Florianópolis, SC;2º grau;2016-11-07;10000;Mágika Alimentos Ltda. x Fundo SC 401, RMV Dias Corretagens Eireli ME e Fcavalcantti Prestadora de Serviços Ltda.;POSSÍVEL;A autora ajuizou a presente ação requerendo sejam os réus condenados à devolução do valor de R$ 10.000,00 envolvendo serviços de administração de locação de sala comercial, bem como condenados ao pagamento de danos morais que atingiram a integridade da autora. Em 06/03/2017, foi realizada audiência de conciliação, não tendo o Fundo comparecido, pois não teria recebido a carta AR de citação. Em 28/03/2017, o Fundo apresentou contestação e requereu a nulidade do ato citatório para reabertura do prazo para apresentação de contestação. Em 18/07/2017, foi proferida sentença procedente, entendendo pela correta citação do Fundo e, portanto, revelia do mesmo e intempestividade da contestação apresentada. Condenados os réus ao pagamento da multa deferida liminarmente, bem como a restituição do valor de R$ 10.000,00 com correção e juros de 1% a contar da data do desembolso e R$ 5.000,00 por danos morais acrescido de juros e correção a contar da sentença. Protocolados embargos de declaração, os mesmos foram desacolhidos em 16/08/2017. Em 01/02/2018, foi protocolado recurso inominado pelos réus, aguardando julgamento desde então.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0310320-31.2017.8.24.0023;4ª Câmara Cìvel do Tribunal de Justiça de Santa Catarina;2º grau;2016-10-13;50000;Karina Souto de Vasconcelos x Fundo SC 401 e Corretora Geral de Valores e Câmbio Ltda.;POSSÍVEL;A autora ajuizou a presente ação afirmando que firmou com as rés promessa de compra e venda situado no Edifício Comercial SC 401 Square. Sustentou que houve descumprimento do contrato  quanto ao prazo de conclusão da unidade compromissada, que teria supostamente atrasado 18 meses. Postulou a condenação das rés ao pagamento de penalidades pelo atraso, a saber, juros de mora de 1% ao mês e multa moratória de 2%, aplicadas por equidade até a efetiva entrega da unidade, lucros cessantes, correspondentes ao ressarcimento dos alugueis (1% ao mês) que teriam deixado de auferir com a unidade durante o período de atraso até a entrega, mais multa convencional de 0,2% a.m. do valor atualizado do contrato, pelo atraso na entrega da escritura pública e condenação das rés ao pagamento em dobro do valor referente às taxas de condomínio, taxas de uso de garagem e IPTU do mesmo período. Finalizada a instrução processual, foi proferida sentença de parcial procedência, condenando os réus ao pagamento da multa de 2%  + juros de 1% sobre o valor atualizado das parcelas pagas prevista na cláusula 4.5, ao pagamento de multa de 0,2% ao mês do valor do contrato prevista na cláusula 6.1, acrescida de juros legais e correção monetária desde a data do inadimplemento, pagamento de lucros cessantes de R$ 2.344,50 ao mês pelos 375 dias que atrasou a entrega do imóvel, acrescido de correção monetária e juros a partir de cada vencimento, a partir de 14/08/2016, e, por fim, pagamento de reembolso das taxas condominiais despendidas antes da imissão na posse da unidade, com juros e correção monetária a partir de cada desembolso. Apresentada apelação em 23/11/2020 e contracontrarrazões da autora em  28/01/2020, foram remetidos ao Tribunal. Aguardando inclusão em pauta para julgamento desde então.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0310072-65.2017.8.24.0023;2ª Vara Cível da Comarca da Capital - Florianópolis, SC.;1º grau;2017-09-19;50000;Cláudia Elisa Mocelin x Fundo SC 401 e Corretora Geral de Valores e Câmbio Ltda.;POSSÍVEL;A autora ajuizou a presente ação afirmando que firmou com os réus promessa de compra e venda, tendo como objeto imóvel situado no Edifício Comercial SC 401 Square. Sustentou que houve descumprimento do referido contrato quanto ao prazo de conclusão da unidade compromissada, que teria atrasado 16 meses. Requereu a condenação dos réus ao pagamento de penalidades pela mora, a saber, juros de mora de 1% ao mês e multa moratória de 2%, aplicadas por equidade até a efetiva entrega da unidade, lucros cessantes, correspondentes ao ressarcimento dos alugueis (1% ao mês) que teriam deixado de auferir durante o período de atraso, mais multa convencional de 0,2% a.m. do valor atualizado do contrato, pelo atraso na entrega da escritura pública e condenação das rés ao pagamento em dobro do valor referente às taxas de condomínio, taxas de uso de garagem e IPTU pelo mesmo período. Iniciada a instrução processual, foi suspenso o processo em 09/01/2019 para julgamento dos Temas 970 e 971 do STJ.  Em 02/10/2020, foi retomado o processo, com o requerimento pelos réus da produção de prova testemunhal para corroborar a tese defensiva. Na mesma data, a autora apresentou manifestação requerendo a juntada de prova empresada, qual seja, sentença não transitada em julgado favorável aos pedidos autorais. Em 23/03/2021, os réus apresentaram manifestação pedindo a desconsideração da prova emprestada, por tratarem-se de fatos e partes diversos. Aguardando conclusão ao Juízo desde então.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;302369-49.2018.8.24.0023;7ª Câmara Cível do Tribunal de Justiça de Santa Catarina;2º grau;2018-03-15;327649.27;Ana Beatriz Abonizio Guerreiro x Corretora Geral de Valores e Câmbio Ltda. (antiga adm Fundo SC 401) e CFL Gestão e Administração de Obras em Empreendimentos Imobiliários Ltda.;POSSÍVEL;A autora ajuizou a presente demanda afirmando que firmou com as rés promessa de compra e venda de conjunto no empreendimento SC 401 Square Corporate. Sustentou que houve descumprimento do contrato pelas rés no tocante ao prazo de entrega do imóvel. Postulou a condenação das rés ao pagamento de indenização por lucros cessantes, em valor correspondente a 1% do valor do contrato por mês de atraso (total de 13 meses), além de multa contratual de 2% sobre o valor do contrato, mais juros de 1%, e danos morais no montante de R$ 10.000,00. Citadas em 26/04/2018, transcorreu o prazo para apresentação de defesa sem manifestação das rés. Em 22/06/2018, o escritório Rovati Advogados assumiu a condução do processo, protocolando a defesa das requeridas, sustentando a nulidade da citação. Em 03/07/2018, a autora efetuou pedido de decretação de revelia das rés. Proferida sentença de parcial procedência em 27/04/2020, restou acolhida a preliminar de ilegitimidade passiva para excluir a ré CFL Gestão do processo, foi afastado o pedido de danos morais e condenada a Corretora Geral ao pagamento de lucros cessantes de R$ 4.640,00 a título de lucros cessantes + juros de 1% a.m, mais multa de 2% + juros de 1% a.m. do valor do contrato, pelo período de 11/08/2016 a 29/09/2016 reconhecido como atraso na entrega do imóvel. Ambas as partes apresentaram recursos de apelação em 29/05/2020. Aguardando julgamento pelo Tribunal desde então.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0305677-30.2017.8.24.0023;4ª Vara Cível da Comarca de Florianópolis, SC;1º grau;2016-10-13;190341.66;André Coelho Donadel e Giampaolo Buso x Corretora Geral de Valores e Câmbio Ltda. (antiga adm Fundo SC 401);POSSÍVEL;Os autores ajuizaram a presente ação afirmando que firmaram com a ré promessa de compra e venda de conjuntos comerciais do Edifício Comercial SC 401 Square. Sustentaram que houve descumprimento do contrato firmado, pois não receberam a unidade compromissada dentro do prazo. Requereram a condenação da ré ao pagamento de penalidades pela mora, a saber, juros de mora de 1% ao mês (R$ 29.358,00) e multa moratória de 2%, aplicadas por "equidade" até a efetiva entrega da unidade (R$ 46.408,62) e lucros cessantes, correspondentes ao ressarcimento dos alugueis (R$ 18.798,00 ao mês) que teriam deixado de auferir com a unidade desde agosto de 2016, data do suposto atraso até a entrega (20/01/2017, supostos 5 meses de atraso). Encerrada a instrução processual e proferida sentença de parcial procedência, integrada por embargos de declaração das rés, as partes, em 07/12/2020, firmaram acordo para pagamento de R$ R$ 338.610,38 a título de indenização aos autores, mais honorários advocatícios aos seus procuradores, no valor de R$ 33.861,04, em 6x. Acordo cumprido, aguardando baixa e arquivamento desde 23/12/2020.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0310140-15.2017.8.24.0023;5ª Câmara Cível do Tribunal de Justiça de Santa Catarina;2º grau;2017-09-19;50000;Sônia Regina Rupp x Fundo SC 401 e Corretora Geral de Valores e Câmbio Ltda. (antiga adm Fundo);POSSÍVEL;A autora ajuizou a presente ação afirmando que firmou com os réus promessa de compra e venda, tendo como objeto o conjunto comercial do Edifício Comercial SC 401 Square. Sustentou que houve descumprimento do contrato firmado quanto ao prazo de conclusão da unidade compromissada, que teria  atrasado 18 meses. Postulou a condenação dos réus ao pagamento de penalidades pela mora, a saber, juros de mora de 1% ao mês e multa moratória de 2%, aplicadas por equidade até a efetiva entrega da unidade e lucros cessantes, correspondentes ao ressarcimento dos alugueis (1% ao mês) que teriam deixado de auferir durante o período de atraso, mais multa convencional de 0,2% a.m. do valor atualizado do contrato, pelo atraso na entrega da escritura pública e condenação dos réus ao pagamento em dobro do valor referente às taxas de condomínio, taxas de uso de garagem e IPTU cobradas no mesmo período.  Iniciada a instrução processual, o processo foi suspenso em 30/01/2019 para julgamento dos Temas 970 e 971 do STJ. Em 11/11/2020, com o prosseguimento do feito, foi publicada sentença de parcial procedência da demanda para "...reconhecer o descumprimento do prazo para entrega do imóvel pelos réus e, por conseguinte, condená-los solidariamente ao pagamento da multa de 1% (um por cento) ao mês, a incidir sobre o o período de 15-8-2016 (dia seguinte ao prazo de conclusão e entrega do imóvel) até  25-8-2017, tendo como base o preço total ajustado para a venda do imóvel (R$ 280.134,00)....", custas na proporção de 50% para cada parte. Em 16/12/2020, foi interposto recurso de apelação pela parte autora. Incluído em pauta para julgamento pelo Tribunal no próximo dia 30/03/2021.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0313491-93.2017.8.24.0023;2ª Vara Cível da Comarca da Capital - Florianópolis, SC.;1º grau;2017-12-14;50000;João Roni Jardim Garcia e Yara Zabot Genovez x Fundo SC 401 e Corretora Geral de Valores e Câmbio Ltda.;POSSÍVEL;Os autores ajuizaram a presente ação afirmando que celebraram com os réus  promessa de compra e venda de conjunto comercial no empreendimento SC 401 Square Corporate. Sustentaram que os réus teriam inadimplido o contrato firmado no tocante ao prazo de entrega do imóvel. Postularam a condenação dos réus ao pagamento de multa moratória de 2% e juros de 1% ao mês sobre o valor do contrato, nos termos da cláusula 4.5 do contrato firmado, além de indenização por lucros cessantes no montante de 1% ao mês (Cláusula 8.4) e multa convencional de 0,2% do valor atualizado do imóvel (Cláusula 6.1). Em 09/02/2018, os réus protocolaram contestação. Intimados, os autores protocolaram réplica em 07/03/2018. Ambas as partes foram intimadas para indicar as provas que pretendem produzir em 08/03/2018, contudo, o processo restou suspenso em 13/12/2018 para julgamento dos Temas 970 e 971 do STJ. Determinado o prosseguimento do feito, aguardando desde 03/03/2021 a análise das provas requeridas pelas partes.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5000027-36.2019.8.24.0082;1ª Vara Cível da Comarca da Capital - Florianópolis, SC.;1º grau;2019-06-13;43888.83;Fundo SC 401 x Kasu Aguiar Ishida;POSSÍVEL;Foi ajuizada a presente ação de execução de título extrajudicial contra o réu, buscando a satisfação do crédito de R$ 43.888,00, decorrente de inadimplemento de parcela do preço de compra do imóvel junto ao autor. Contudo, em razão de tratativa extrajudicial realizada pelas partes, requereu-se a desistência da ação em 09/12/2020 ante o acordo extrajudicial com o réu. Aguardando baixa e arquivamento desde então.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5001552-36.2019.8.24.0023;3ª Câmara Cível do Tribunal de Justiça de Santa Catarina;2º grau;2019-06-26;36047;Farmárcia Vida Eireli ME e Luis Alberto Steglich e Elaine Steglich x Fundo SC 401 e Corretora Geral de Valores e Câmbio Ltda. ME (antiga adm Fundo);POSSÍVEL;Os autores eram locatários de loja na galeria do empreendimento SC 401 e moveram a presente demanda cautelar objetivando o depósito em cartório de vídeos de inundação no teto da sala comercial locada o depósito em cartório das chaves do imóvel, a fim de livrarem-se da posse sobre o mesmo a suspensão da cobrança de dívida decorrente do contrato de locação, bem como dos consectários legais e contratuais e o impedimento dos réus de negativarem os autores ou o seu fiador por conta dos mencionados débitos o impedimento das Rés de executarem o fiador o oficiamento da Administradora de Condomínios RDD Administração e Locação de Imóveis, para que se abstivesse de lançar boletos de condomínio vinculados aos autores (vii) ou, alternativamente, a autorização de abertura de conta para pagamento parcelado, sugerindo o parcelamento da dívida em dez mensalidades de R$ 3.604,70 por fim, requereram o deferimento da consignação de 30% do valor devido, parcelado o saldo remanescente em seis parcelas. Os réus apresentaram contestação em 02/10/2019 e a autora apresentou réplica em 04/11/2019. Em 15/06/2020, foi proferida sentença favorável de improcedência da demanda. Interposto recurso de apelação pela parte autora, aguarda inclusão em pauta para julgamento pelo Tribunal desde 11/09/2020.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5004756-20.2021.8.24.0023;4ª Vara Cível da Comarca de Florianópolis, SC;1º grau;2021-01-28;37995.06;André Lima de Oliveira x Corretora Geral de Valores e Câmbio Ltda. (antiga adm Fundo) e CFL Gestão e Administração de Obras em Empreendimentos Imobiliários Ltda.;POSSÍVEL;Trata-se de cumprimento de sentença de parcial procedência proferida em 21/08/2018, transitada em julgado em 11/07/2020, que condenou as rés ao pagamento de indenização aos autores por atraso na entrega de imóvel, na modalidade de lucros cessantes no valor mensal de R$ 1.637,35 por mês de atraso (de 16/08/2016 até 05/07/2017), com correção monetária pelo INPC desde o 5º dia útil do mês correspondente ao vencimento do aluguel e juros de mora de 1º ao mês desde a citação. As rés foram intimadas para pagamento voluntário do débito até 09/04/2021, sob pena de acréscimo de multa e honorários de 10% sobre o débito e início dos atos expropriatórios.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5006289-75.2019.8.24.0090;Juizado Especial Cível e Criminal da Universidade Federal de Santa Catarina - Florianópolis, SC.;1º grau;2019-11-01;44544.86;Emir Dionísio Domit Empinotti e Iara Sandrini Empinotti x Fundo SC 401, Corretora Geral de Valores e Câmbio Ltda. (antiga adm Fundo), Jurerê SC 401 Incorporação Imobiliária Ltda. e Cacupé SC 401 Construção Imobiliária Ltda.;POSSÍVEL;Os autores ajuizaram o presente cumprimento da sentença parcial do processo, requerendo o pagamento do valor de R$ 44.544,86 pelos réus, em decorrência de sentença de parcial procedência transitada em julgado, a qual os condenou ao pagamento de lucros cessantes por atraso na entrega de imóvel no período entre 13/08/2016 e 03/05/2017. Em 10/12/2019, as rés apresentaram impugnação ao pedido dos autores, demonstrando que estava cobrando em excesso o montante de R$ 24.493,06, requerendo, por tal razão, a condenação dos mesmos ao pagamento de multa por praticarem ato atentatório à dignidade da justiça e depositando o valor incontroverso de R$ 20.050,94. Em 19/02/2020, por solicitação do Juízo, a contadoria do foro anexou cálculo confirmando o excesso apontado pelos réus na impugnação. Na data de 04/05/2019, foi expedido alvará automatizado autorizando o levantamento do valor depositado incontroverso (R$ 20.050,94). Em 18/05/2020, os réus apresentaram petição requerendo que a contadoria realizasse novo cálculo para corrigir erro do período apontado no primeiro cálculo. Em 11/01/2021, foi proferida decisão homologando o cálculo da Contadoria, acolhendo, assim, a impugnação dos réus para reconhecer o excesso de execução, todavia, rejeitando o pedido de multa de litigância de má-fé e determinado o pagamento do saldo remanescente de R$  4.521,97. Os réus apresentaram embargos de declaração em 09/02/2021. Aguardando julgamento desde então.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5008530-50.2017.8.21.0001;17ª Vara Cível do Foro Central da Comarca de Porto Alegre, RS.;1º grau;2019-08-09;11867.54;Fundo SC 401 x JJB Indústria de Esquadrias Ltda.;POSSÍVEL;Trata-se de cumprimento de sentença de procedência proferida em 29/03/2018, transitada em julgado em 28/03/2019, que condenou a ré ao pagamento de dano moral por protesto indevido de títulos e cadastro em órgãos de restrição de crédito. Sem o pagamento voluntário do débito no prazo pela ré, procedeu-se à penhora no rosto dos autos dos bens a serem leiloados em processo tramitando perante a 4ª Vara do Trabalho de Caxias do Sul. Os autos estão em processo de digitalização, aguardando intimação do autor para conferência das cópias e prosseguimento.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5034652-32.2019.8.21.0001;17ª Vara Cível do Foro Central da Comarca de Porto Alegre, RS.;1º grau;2017-03-08;17828.55;Fundo SC 401 x Esquadro - Instalações de Esquadrias Ltda.;POSSÍVEL;Trata-se de cumprimento de sentença de procedência transitada em julgado em 24/04/2019, que condenou a ré ao pagamento de dano moral por protesto indevido de títulos e cadastro em órgãos de restrição de crédito. Sem o pagamento voluntário do débito no prazo pela ré, procedeu-se à busca por bens, que restou infrutífera, culminando com a suspensão do processo por 1 ano. Aguardando encerramento da suspensão em 22/07/2021, data limite para a autora identificar bens passíveis de penhora da ré.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5015663-75.2019.8.21.0001;3ª Vara Cível do Foro Central da Comarca de Porto Alegre, RS.;2º grau;2019-07-10;57445.31;Engel Pisos Industriais Ltda. x Fundo SC 401;POSSÍVEL;Trata-se de ação de execução de título extrajudicial em que a autora requereu fosse o réu condenado ao pagamento do montante de R$ 57.445,31 a título de devolução das retenções técnicas decorrentes de contrato de prestação de serviços firmado entre as partes. Apresentada defesa (embargos à execução nº 5022833-98.2019.8.21.0001) pelo réu em 15/08/2019. Recebidos sem efeito suspensivo os embargos à execução, em 07/11/2019, foi realizada penhora das contas bancárias do réu no valor de R$ 57.445,31, suspendendo-se, desde então, a execução. Em 30/10/2020, foi proferida sentença favorável de procedência dos embargos do Fundo, com a extinção da execução. Em 11/01/2021, foi determinado pelo Juiz a liberação do bloqueio judicial de R$ 60.196,33 novamente para as contas do réu. Processo baixado definitivamente em 17/02/2021.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5004421-03.2019.8.24.0045;1ª Vara Cível da Comarca de Palhoça, SC.;1º grau;2019-07-24;316237.62;LM Martins Construções Ltda. x Fundo SC 401;POSSÍVEL;Trata-se de ação em a autora alega que firmou com o réu Termo de Ajuste e Transação, por meio do qual este reconheceu dever à ela o montante de R$ 382.746,07, para pagamento em 10 (dez) parcelas mensais e consecutivas de R$ 38.274,60, vencendo-se a primeira em 17/12/2018. Aduz que o réu só adimpliu duas parcelas, razão pela qual ora cobra o valor de R$ 316.237,62. Em 04/12/2020, o réu apresentou embargos à ação monitória, sustentando que cumpriu integralmente o acordo firmado, juntando os respectivos comprovantes de pagamento das parcelas adimplidas. A autora apresentou impugnação aos embargos monitórios em 12/12/2020. Aguardando intimação do réu para resposta desde então.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5074495-17.2020.8.24.0023;4ª Vara Cível da Comarca de Florianópolis, SC;1º grau;2020-10-22;370266.04;Eliane Maria Rigotti Steglich, Eliane M. Rigotti Steglich EPP Matriz e Luis Alberto Steglich x Fundo SC 401, Condomínio GC Square Corporate, Corretora Geral de Valores e Câmbio Ltda. (antiga adm Fundo), CFL Gestão e Administração de Obras em Empreendimentos Imobiliários Ltda. e Jurerê SC 401 Incorporação Imobiliária Ltda.;POSSÍVEL;Trata-se de ação em que os autores narram que alugaram loja da galeria do SC401, pagando, inclusive, taxa de comercialização no valor de R$ 40.000,00. Sustentam que suas expectativas restarm frustradas pela não instalção de lojas âncoras no local, que após a ocorrência de fortes chuvas, o imóvel locado passou a apresentar uma infiltração na sua parede frontal, a qual tomou maiores proporções e causou inundações, provocando danos ao mobiliário, ao gesso e às instalações elétricas. Requereram, em vista disso, indenização por danos materiais no valor de R$ 170.266,04 e dano moral em valor não inferior a R$ 200.000,00 pelos transtornos sofridos. Em 11/02/2021, os réus apresentaram contestação. Em 23/02/2021, a parte autora foi intimada para réplica. Aguardando apresentação de réplica pela autora, cujo prazo encerra em 30/03/2021.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0301407-26.2018.8.24.0023;Juízo da Vara de Execuções Fiscais Municipais e Estaduais da Comarca de Florianópolis;Primeiro grau;2018-02-19;44207.85;Fundo de Investimento Imobiliário SC 401 X Município de Florianópolis.;POSSÍVEL;trata-se de ação anulatória na qual os requerentes buscam cancelar o lançamento de IPTU relativamente ao ano de 2017 e seguintes, sobre o imóvel detentor da inscrição imobiliária n. 38.83.047.0558.334-404 (loja 04), mediante a aplicação de parâmetros inconstitucionais para apuração do imposto. Atualmente, após a apresentação de contestação e réplica, o processo encontra-se concluso, aguardando sentença.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0304197-80.2018.8.24.0023;5ª Câmara de Direito Público do TJSC;Segundo grau;2018-05-04;178884.47;Fundo de Investimento Imobiliário SC 401 X Diretor de Receitas e Tributos Municipais;POSSÍVEL;trata-se de Mandado de Segurança que se insurge contra a aplicação de alíquotas de IPTU diferenciadas em razão da área (metragem) e do tipo do imóvel, referente ao imposto do ano de   2018 e seguintes, dos imóveis com inscrições imobiliárias ns. 38.83.047.0558.365-466 e 38. 83.047.0558.364.656 (lojas 28 e 29).Valor da causa não atualizado: R$178.884,47. O juiz de primeiro grau denegou a segurança, em suma, porque a diferenciação da alíquota do IPTU em razão da área do imóvel e do tipo, no entendimento do juízo, são modos de expressão da progressividade e seletividade. Apresentamos recurso de apelação visando reverter tal entendimento por mostrar-se equivocado. O TJSC julgou improcedente o recurso, de modo que encontra-se em aberto prazo para manifestação/interposição de recursos às instâncias superiores.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5032572-11.2020.8.24.0023;Juízo da 3ª Vara da Fazenda Pública da Comarca de Florianópolis;Primeiro grau;2020-04-22;530114.04;Fundo de Investimento Imobiliário SC 401 X Município de Florianópolis.;POSSÍVEL;trata-se de ação anulatória que visa cancelar a cobranc¸a de Imposto Predial Territorial Urbano - IPTU 2017, relativo ao imo´vel detentor da inscric¸a~o imobilia´ria n. 38.83.047.0558.358-176 (subsolo). O juiz de primeiro grau denegou a tutela de urgência requerida, com a finalidade de suspender os créditos tributários. Face mencionada decisão, interpusemos recurso de Agravo de Instrumento, o qual aguarda julgamento final.Concomitantemente, em primeiro grau, após a apresentação de contestação pelo Município, réplica e especificação de provas, o processo aguarda decisão.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;5041671-05.2020.8.24.0023;Juízo da Vara de Execuções Fiscais Municipais e Estaduais da Comarca de Florianópolis;Primeiro grau;2020-06-05;750900.27;Fundo de Investimento Imobiliário SC 401 X Município de Florianópolis.;POSSÍVEL;crédito tributário de IPTU relativo ao exercício fiscal de 2018. Apresentada exceção de pré-executividade em 01/07/2020 suscitando suspensão da exigibilidade de parte dos débitos e a ilegitimidade passiva com relação a outra parte, e contestação por parte do Município de Florianópolis, o processo encontra-se concluso para decisão.;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
12.804.013/0001-00;2020-12-01;1;0000976-97.2017.5.12.0051;4ª Vara do Trabalho de Blumenau;1º grau;2017-07-27;1219.19;Adilson Vicente Correa x Hidroved Instalações Industriais Ltda. ME e CFL Participações;POSSÍVEL;Reconhecimento doença ocupacional, reintegração ou indenização, danos morais e materiais, horas extras;NO CASO DE PERDA, OS VALORES NÃO RECEBIDOS OU DESPESAS DECORRENTES DO PROCESSO, DEIXARÃO DE SEREM DISTRIBUIDOS AOS COTISTAS
